category,category_name,vendor_number,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail
1081200,CREAM LIQUEURS,260,68036,Bailey's Original Irish Cream,12,750,13.25,19.88
1081200,CREAM LIQUEURS,260,68022,Bailey's Salted Caramel,12,750,13.25,19.88
1081200,CREAM LIQUEURS,260,68037,Bailey's Original Irish Cream,12,1000,16.5,24.75
1081200,CREAM LIQUEURS,260,68036,Bailey's Original Irish Cream,12,750,13.49,20.24
1081200,CREAM LIQUEURS,260,74086,Godiva Liqueur,12,750,17.0,25.5
1081200,CREAM LIQUEURS,260,68034,Bailey's Original Irish Cream,12,375,7.0,10.5
1081200,CREAM LIQUEURS,260,68036,Bailey's Original Irish Cream,12,750,12.5,18.75
1081200,CREAM LIQUEURS,260,68013,Baileys Expresso Creme,12,750,13.25,19.88
1081200,CREAM LIQUEURS,260,68306,Emmets Irish Cream Liqueur,12,750,6.5,9.75
1081200,CREAM LIQUEURS,260,68022,Bailey's Salted Caramel,12,750,13.49,20.24
1081200,CREAM LIQUEURS,260,74090,Godiva White Chocolate Liqueur,12,750,17.0,25.5
1081200,CREAM LIQUEURS,260,68306,Emmets Irish Cream Liqueur,12,750,6.0,9.0
1081200,CREAM LIQUEURS,260,68049,Bailey's Vanilla Cinnamon,12,750,13.49,20.24
1081200,CREAM LIQUEURS,260,68049,Bailey's Vanilla Cinnamon,12,750,13.25,19.88
1081200,CREAM LIQUEURS,260,68022,Bailey's Salted Caramel,12,750,12.5,18.75
1081200,CREAM LIQUEURS,260,68017,Bailey's Chocolate Cherry,12,750,13.25,19.88
1081200,CREAM LIQUEURS,260,68017,Bailey's Chocolate Cherry,12,750,13.49,20.24
1081200,CREAM LIQUEURS,260,68049,Bailey's Vanilla Cinnamon,12,750,12.5,18.75
1081200,CREAM LIQUEURS,260,68017,Bailey's Chocolate Cherry,12,750,12.5,18.75
1081200,CREAM LIQUEURS,260,68013,Baileys Expresso Creme,12,750,12.5,18.75
1081200,CREAM LIQUEURS,260,74089,Godiva Dark Chocolate,12,750,17.0,25.5
1081200,CREAM LIQUEURS,260,68038,Bailey's Original Irish Cream,6,1750,25.0,37.5
1081200,CREAM LIQUEURS,260,68038,Bailey's Original Irish Cream,6,1750,26.49,39.74
1081200,CREAM LIQUEURS,260,68038,Bailey's Original Irish Cream,6,1750,26.73,40.1
1081200,CREAM LIQUEURS,260,68031,Bailey's Original Irish Cream Minis,4,1000,25.25,37.88
1071100,Cocktails /RTD,260,58801,Captain Morgan Long Island Iced Tea,6,1750,11.0,16.5
1081200,Cream Liqueurs,260,68039,Baileys Original Irish Cream 100ml,4,2400,31.92,47.88
1081200,Cream Liqueurs,260,68036,Baileys Original Irish Cream,12,750,13.0,19.5
1081200,Cream Liqueurs,260,68022,Baileys Salted Caramel,12,750,13.0,19.5
1081200,Cream Liqueurs,260,68038,Baileys Original Irish Cream,6,1750,25.0,37.5
1081200,Cream Liqueurs,260,68011,Baileys Strawberries & Cream,12,750,13.0,19.5
1081200,Cream Liqueurs,260,72356,Baileys Almande,12,750,13.0,19.5
1081200,Cream Liqueurs,260,68037,Baileys Original Irish Cream,12,1000,16.74,25.11
1081200,Cream Liqueurs,260,68034,Baileys Original Irish Cream,12,375,7.0,10.5
1081200,Cream Liqueurs,260,68031,Baileys Original Irish Cream Mini,4,1000,25.25,37.88
1081200,Cream Liqueurs,260,68017,Baileys Chocolate Cherry,12,750,13.0,19.5
1081200,Cream Liqueurs,260,68013,Baileys Expresso,12,750,13.0,19.5
1081200,Cream Liqueurs,260,68049,Baileys Vanilla Cinnamon,12,750,13.0,19.5
1081200,Cream Liqueurs,260,68039,Bailey's Original Irish Cream,4,2400,28.71,43.07
1081200,Cream Liqueurs,260,68034,Bailey's Original Irish Cream,12,375,7.0,10.5
1081200,Cream Liqueurs,260,68306,Emmets Irish Cream Liqueur,12,750,6.5,9.75
1081200,Cream Liqueurs,260,74086,Godiva Liqueur,12,750,17.0,25.5
1081200,Cream Liqueurs,260,74090,Godiva White Chocolate Liqueur,12,750,17.0,25.5
1081200,Cream Liqueurs,260,68022,Bailey's Salted Caramel,12,750,12.5,18.75
1081200,Cream Liqueurs,260,68049,Bailey's Vanilla Cinnamon,12,750,12.5,18.75
1081200,Cream Liqueurs,260,68036,Bailey's Original Irish Cream,12,750,12.5,18.75
1081200,Cream Liqueurs,260,68037,Bailey's Original Irish Cream,12,1000,16.5,24.75
1081200,Cream Liqueurs,260,68042,Baileys Pumpkin Spice Irish Cream,12,750,12.5,18.75
1081200,Cream Liqueurs,260,68038,Bailey's Original Irish Cream,6,1750,25.0,37.5
1081200,Cream Liqueurs,260,72355,Baileys Almande Mini,12,500,10.66,15.99
1081200,Cream Liqueurs,260,68013,Baileys Expresso Creme,12,750,12.5,18.75
1081200,Cream Liqueurs,260,68036,Baileys Original Irish Cream,12,750,12.5,18.75
1032080,IMPORTED VODKA,260,34458,Ketel One Imported Vodka,6,1750,24.49,36.74
1032080,IMPORTED VODKA,260,34164,Ciroc Luxury Vodka,24,200,5.0,7.5
1032080,IMPORTED VODKA,260,34457,Ketel One Imported Vodka,12,1000,16.5,24.75
1032080,IMPORTED VODKA,260,34457,Ketel One Imported Vodka,12,1000,17.5,26.25
1032080,IMPORTED VODKA,260,36252,Ketel One,24,200,3.5,5.25
1032080,IMPORTED VODKA,260,36871,Ciroc Luxury Vodka,12,750,18.49,27.74
1032080,IMPORTED VODKA,260,34456,Ketel One Imported Vodka,12,750,14.0,21.0
1032080,IMPORTED VODKA,260,34456,Ketel One Imported Vodka,12,750,12.5,18.75
1032080,IMPORTED VODKA,260,34458,Ketel One Imported Vodka,6,1750,22.0,33.0
1032080,IMPORTED VODKA,260,34197,Ciroc Luxury Vodka,12,375,9.25,13.88
1032080,IMPORTED VODKA,260,34856,Tanqueray Sterling Vodka,12,750,7.0,10.5
1032080,IMPORTED VODKA,260,36871,Ciroc Luxury Vodka,12,750,19.0,28.5
1032080,IMPORTED VODKA,260,34454,Ketel One Imported Vodka,12,375,5.99,8.99
1032080,IMPORTED VODKA,260,36870,Ciroc Luxury Vodka,12,1000,22.75,34.13
1032080,IMPORTED VODKA,260,903151,Ketel One Vodka Mini,10,600,14.37,21.56
1031080,VODKA 80 PROOF,260,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.13
1031080,VODKA 80 PROOF,260,37993,Smirnoff Vodka 80 Prf,48,200,2.75,4.13
1031080,VODKA 80 PROOF,260,37997,Smirnoff Vodka 80 Prf,12,1000,9.25,13.88
1031080,VODKA 80 PROOF,260,37993,Smirnoff Vodka 80 Prf,48,200,2.54,3.81
1031080,VODKA 80 PROOF,260,37414,Popov Vodka 80 Prf,24,375,3.0,4.5
1031080,VODKA 80 PROOF,260,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13
1031080,VODKA 80 PROOF,260,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38
1031080,VODKA 80 PROOF,260,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.21
1031080,VODKA 80 PROOF,260,37413,Popov Vodka 80 Prf,48,200,1.75,2.63
1031080,VODKA 80 PROOF,260,38006,Smirnoff Vodka Traveller,12,750,8.25,12.38
1031080,VODKA 80 PROOF,260,37998,Smirnoff Vodka 80 Prf,6,1750,14.75,22.13
1031080,VODKA 80 PROOF,260,37418,Popov Vodka 80 Prf,6,1750,8.5,12.75
1031080,VODKA 80 PROOF,260,37417,Popov Vodka 80 Prf,12,1000,5.5,8.25
1031080,VODKA 80 PROOF,260,937599,Relska 80 Proof Vodka,6,1750,7.17,10.76
1031080,VODKA 80 PROOF,260,37426,Popov Vodka 80 Prf Traveler,12,750,4.5,6.75
1031080,VODKA 80 PROOF,260,36186,Gordon's Vodka 80 Prf,12,750,5.26,7.89
1031080,VODKA 80 PROOF,260,37416,Popov Vodka 80 Prf,12,750,4.5,6.75
1031080,VODKA 80 PROOF,260,36188,Gordon's Vodka 80 Prf - Pet,6,1750,9.74,14.61
1031080,VODKA 80 PROOF,260,36188,Gordon's Vodka 80 Prf - Pet,6,1750,9.68,14.52
1031200,VODKA FLAVORED,260,77956,"Smirnoff Red, White and Berry",12,750,8.25,12.38
1031200,VODKA FLAVORED,260,39890,Smirnoff Sourced Cranberry Apple Mini,12,600,7.47,11.21
1031200,VODKA FLAVORED,260,77880,Smirnoff Sours Watermelon,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,41076,Jeremiah Weed Sweet Tea Vodka,12,750,9.99,14.99
1031200,VODKA FLAVORED,260,77683,Smirnoff Kissed Caramel,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,39874,Smirnoff Sourced Ruby Red Grapefruit Mini,12,600,7.47,11.21
1031200,VODKA FLAVORED,260,77842,Smirnoff Strawberry,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,41077,Jeremiah Weed Sweet Tea,12,1000,10.5,15.75
1031200,VODKA FLAVORED,260,77847,Smirnoff Vanilla,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77741,Smirnoff Raspberry,12,1000,9.25,13.88
1031200,VODKA FLAVORED,260,41076,Jeremiah Weed Sweet Tea Vodka,12,750,9.65,14.48
1031200,VODKA FLAVORED,260,39869,Sminoff Sourced Pineapple Mini,12,600,7.47,11.21
1031200,VODKA FLAVORED,260,77348,Smirnoff Sorbet Light Summer Strawberry,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,41078,Jeremiah Weed Sweet Tea Vodka,6,1750,14.97,22.46
1031200,VODKA FLAVORED,260,77674,Smirnoff Green Apple,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77740,Smirnoff Raspberry,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77852,Smirnoff Watermelon,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77714,Smirnoff Pineapple,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77688,Smirnoff Lime,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40001,Shady Fruit Valencia Orange,12,750,7.99,11.99
1031200,VODKA FLAVORED,260,77858,Smirnoff Whipped Cream,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77870,Smirnoff Sours Fruit Punch,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77378,Smirnoff Sorbet Light Raspberry Pomegranate,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,39892,Smirnoff Sourced Cranberry Apple,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77889,Smirnoff Ruby Red Grapefruit,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77647,Smirnoff Citrus,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77658,Smirnoff Cranberry,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77345,Smirnoff Sorbet Light White Peach,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40024,Shady Fruit Ruby Red Grapefruit,12,750,7.99,11.99
1031200,VODKA FLAVORED,260,77875,Smirnoff Sours Green Apple,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77668,Smirnoff Grape,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40497,Smirnoff Iced Cake,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77709,Smirnoff Peach,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77637,Smirnoff Cherry,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77900,Smirnoff Sours Berry Lemon,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77632,Smirnoff Blueberry,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77668,Smirnoff Grape,12,750,8.24,12.36
1031200,VODKA FLAVORED,260,77698,Smirnoff Orange,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77899,Smirnoff Ruby Red Grapefruit,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,41116,Jeremiah Weed Peach Sweet Tea,12,750,9.99,14.99
1031200,VODKA FLAVORED,260,77375,Smirnoff Sorbet Light Mango Passion Fruit,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,39876,Smirnofff Sourced Ruby Red Grapefruit,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,39871,Smirnoff Sourced Pineapple,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77363,Smirnoff Sorbet Light Lemon,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77353,Smirnoff Sorbet Light Pineapple Coconut,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40475,Smirnoff Root Beer Float,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40256,Smirnoff Cinna-Sugar Twist,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77703,Smirnoff Passion Fruit,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40930,Smirnoff Grape Vodka,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77719,Smirnoff Pomegranate,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40965,Smirnoff Whipped Cream,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77903,Smirnoff Peppermint Twist,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77755,Smirnoff Root Beer Float,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40997,Smirnoff Pomegranate Vodka,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,41116,Jeremiah Weed Peach Sweet Tea,12,750,9.65,14.48
1031200,VODKA FLAVORED,260,41076,Jeremiah Weed Sweet Tea Vodka,12,750,10.06,15.09
1031200,VODKA FLAVORED,260,977663,Smirnoff Fluffed Marshmallow,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40939,Smirnoff Passion Fruit Vodka,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40271,Smirnoff Amaretto,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,902372,Smirnoff Citrus Twist,6,1750,14.75,22.13
1031200,VODKA FLAVORED,260,77848,Smirnoff Vanilla,12,1000,9.25,13.88
1031200,VODKA FLAVORED,260,77648,Smirnoff Citrus,12,1000,9.25,13.88
1031200,VODKA FLAVORED,260,77699,Smirnoff Orange,12,1000,9.25,13.88
1031200,VODKA FLAVORED,260,40949,Smirnoff Fluffed Marshmallow,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,77843,Smirnoff Strawberry,12,1000,9.25,13.88
1031200,VODKA FLAVORED,260,77902,Smirnoff Peppermint Twist Mini,12,500,7.47,11.21
1031200,VODKA FLAVORED,260,40260,Smirnoff Wild Honey,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,977872,Smirnoff Sours Green Apple Mini,12,500,5.72,8.58
1031200,VODKA FLAVORED,260,77886,Smirnoff Ruby Red Grapefruit Mini,12,500,5.55,8.33
1031200,VODKA FLAVORED,260,40000,Shady Fruit Real Valencia Orange Mini,12,500,4.7,7.06
1031200,VODKA FLAVORED,260,40023,Shady Fruit Real Ruby Red Grapefruit Mini,12,500,4.7,7.06
1031200,VODKA FLAVORED,260,38002,Smirnoff Coconut,12,750,8.25,12.38
1031200,VODKA FLAVORED,260,40000,Shady Fruit Real Valencia Orange Mini,12,500,4.7,7.05
1031200,VODKA FLAVORED,260,40023,Shady Fruit Real Ruby Red Grapefruit Mini,12,500,4.7,7.05
1031100,100 PROOF VODKA,260,39868,Smirnoff Vodka 100 Prf,6,1750,16.0,24.0
1031100,100 PROOF VODKA,260,39866,Smirnoff Vodka 100 Prf,12,750,8.75,13.13
1031100,100 PROOF VODKA,260,39866,Smirnoff Vodka 100 Prf,12,750,9.5,14.25
1031100,100 PROOF VODKA,260,77719,Smirnoff Pomegranate,12,750,8.25,12.38
1031100,American Vodkas,260,38006,Smirnoff PET 80prf,12,750,8.25,12.38
1031100,American Vodkas,260,37414,Popov Vodka 80 Prf,24,375,3.0,4.5
1031100,American Vodkas,260,37997,Smirnoff 80prf,12,1000,9.25,13.88
1031100,American Vodkas,260,38008,Smirnoff PET 80prf,6,1750,14.75,22.13
1031100,American Vodkas,260,36763,American Anthem Vodka Mini,12,500,4.9,7.35
1031100,American Vodkas,260,37993,Smirnoff 80prf,48,200,2.54,3.81
1031100,American Vodkas,260,37413,Popov Vodka 80 Prf,48,200,1.75,2.63
1031100,American Vodkas,260,37991,Smirnoff 80prf Mini,12,500,7.47,11.21
1031100,American Vodkas,260,37994,Smirnoff 80prf,24,375,4.75,7.13
1031100,American Vodkas,260,37996,Smirnoff 80prf,12,750,8.25,12.38
1031100,American Vodkas,260,39868,Smirnoff 100prf,6,1750,16.0,24.0
1031100,American Vodkas,260,37998,Smirnoff 80prf,6,1750,14.75,22.13
1031100,American Vodkas,260,37418,Popov Vodka 80 Prf,6,1750,8.5,12.75
1031100,American Vodkas,260,37417,Popov Vodka 80 Prf,12,1000,5.5,8.25
1031100,American Vodkas,260,39866,Smirnoff 100prf,12,750,9.5,14.25
1031100,American Vodkas,260,39864,Smirnoff 100prf,24,375,4.75,7.13
1031100,American Vodkas,260,989491,18 cases Smirnoff 1.75L/18 cases Captain 1.75L,1,378000,3537.3,5305.95
1031100,American Vodkas,260,77719,Smirnoff Pomegranate,12,750,8.25,12.38
1031100,American Vodkas,260,100630,Smirnoff Ornament,6,750,8.25,12.38
1031100,American Vodkas,260,36763,American Anthem Vodka Mini,12,50,4.9,7.35
1031100,American Vodkas,260,994966,Smirnoff 80prf 1.75L w/Mini Mule Mug Ornament,6,1750,14.75,22.13
1031100,American Vodkas,260,36765,American Anthem Vodka,6,1750,17.29,25.94
1031100,American Vodkas,260,38008,Smirnoff 80prf PET,6,1750,14.75,22.13
1031100,American Vodkas,260,37417,Popov 80prf,12,1000,5.5,8.25
1031100,American Vodkas,260,36188,Gordons 80prf PET,6,1750,9.74,14.61
1031100,American Vodkas,260,37418,Popov 80prf,6,1750,8.5,12.75
1031100,American Vodkas,260,38006,Smirnoff 80prf PET,12,750,8.25,12.38
1031100,American Vodkas,260,37413,Popov 80prf,48,200,1.75,2.63
1031100,American Vodkas,260,36764,American Anthem Vodka,12,750,9.29,13.94
1031100,American Vodkas,260,37416,Popov Vodka 80 Prf,12,750,4.5,6.75
1031100,American Vodkas,260,36188,Gordon's Vodka 80 Prf - Pet,6,1750,9.74,14.61
1031100,American Vodkas,260,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13
1031100,American Vodkas,260,37993,Smirnoff Vodka 80 Prf,48,200,2.54,3.81
1031100,American Vodkas,260,36186,Gordon's Vodka 80 Prf,12,750,5.26,7.89
1031100,American Vodkas,260,37426,Popov Vodka 80 Prf Traveler,12,750,4.5,6.75
1031100,American Vodkas,260,40926,Smirnoff Silver 90prf,12,750,8.25,12.38
1031100,American Vodkas,260,37414,Popov 80prf,24,375,3.0,4.5
1031100,American Vodkas,260,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38
1031100,American Vodkas,260,38006,Smirnoff Vodka Traveller,12,750,8.25,12.38
1031100,American Vodkas,260,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.21
1031100,American Vodkas,260,39866,Smirnoff Vodka 100 Prf,12,750,9.5,14.25
1031100,American Vodkas,260,37416,Popov 80prf,12,750,4.5,6.75
1032100,Imported Vodkas,260,34458,Ketel One Imported Vodka,6,1750,22.0,33.0
1032100,Imported Vodkas,260,34164,Ciroc 80prf,24,200,5.0,7.5
1032100,Imported Vodkas,260,34457,Ketel One Imported Vodka,12,1000,16.5,24.75
1032100,Imported Vodkas,260,34457,Ketel One,12,1000,16.5,24.75
1032100,Imported Vodkas,260,36870,Ciroc 80prf,12,1000,22.75,34.13
1032100,Imported Vodkas,260,34456,Ketel One Imported Vodka,12,750,12.5,18.75
1032100,Imported Vodkas,260,34458,Ketel One,6,1750,22.0,33.0
1032100,Imported Vodkas,260,34454,Ketel One,12,375,5.99,8.99
1032100,Imported Vodkas,260,34454,Ketel One Imported Vodka,12,375,5.99,8.99
1032100,Imported Vodkas,260,34197,Ciroc 80prf,12,375,9.25,13.88
1032100,Imported Vodkas,260,34856,Tanqueray Sterling Vodka,12,750,7.0,10.5
1032100,Imported Vodkas,260,36871,Ciroc 80prf,12,750,16.49,24.74
1032100,Imported Vodkas,260,34456,Ketel One,12,750,12.5,18.75
1032100,Imported Vodkas,260,34451,Ketel One Mini,12,500,9.9,14.85
1012200,SCOTCH WHISKIES,260,5345,Johnnie Walker Red,24,375,8.0,12.0
1012200,SCOTCH WHISKIES,260,5349,Johnnie Walker Red,6,1750,27.25,40.88
1012200,SCOTCH WHISKIES,260,10008,Scoresby Rare Scotch,6,1750,10.5,15.75
1012200,SCOTCH WHISKIES,260,4626,Buchanan's 12 Yr Deluxe Scotch,12,750,21.5,32.25
1012200,SCOTCH WHISKIES,260,5349,Johnnie Walker Red,6,1750,27.49,41.24
1012200,SCOTCH WHISKIES,260,5346,Johnnie Walker Red,12,750,14.25,21.38
1012200,SCOTCH WHISKIES,260,905690,Oban Distillers Edition HA,6,750,44.99,67.49
1012200,SCOTCH WHISKIES,260,10009,Scoresby Rare Scotch,12,1000,6.64,9.96
1012200,SCOTCH WHISKIES,260,5327,Johnnie Walker Black,12,1000,27.5,41.25
1012200,SCOTCH WHISKIES,260,5346,Johnnie Walker Red,12,750,14.49,21.74
1012200,SCOTCH WHISKIES,260,5288,J & B Rare Scotch,6,1750,22.5,33.75
1012200,SCOTCH WHISKIES,260,10008,Scoresby Rare Scotch,6,1750,10.67,16.01
1012200,SCOTCH WHISKIES,260,10008,Scoresby Rare Scotch,6,1750,10.74,16.11
1012200,SCOTCH WHISKIES,260,5347,Johnnie Walker Red Label Scotch,12,1000,17.5,26.25
1012200,SCOTCH WHISKIES,260,5289,J & B Rare Scotch,12,1000,14.98,22.47
1012200,SCOTCH WHISKIES,260,902003,Johnnie Walker Red Scotch Minis,10,502,13.05,19.58
1012200,SCOTCH WHISKIES,260,5326,Johnnie Walker Black,12,750,20.75,31.13
1012200,SCOTCH WHISKIES,260,10006,Scoresby Rare Scotch,12,750,5.5,8.25
1012200,SCOTCH WHISKIES,260,5326,Johnnie Walker Black,12,750,20.99,31.49
1012200,SCOTCH WHISKIES,260,4626,Buchanan's 12 Yr Deluxe Scotch,12,750,21.99,32.99
1012200,SCOTCH WHISKIES,260,5290,J & B Rare Scotch,12,750,12.25,18.38
1012200,SCOTCH WHISKIES,260,994848,Dalwhinnie Distillers Edition HA,6,750,39.99,59.99
1012200,SCOTCH WHISKIES,260,903475,White Horse Scotch,12,750,8.68,13.02
1012200,SCOTCH WHISKIES,260,4616,Buchanan Special Reserve 18YR,6,750,39.49,59.24
1012200,SCOTCH WHISKIES,260,5350,Johnnie Walker Green,6,750,32.49,48.74
1012200,SCOTCH WHISKIES,260,4626,Buchanan's 12 Yr Deluxe Scotch,12,750,22.49,33.74
1012200,SCOTCH WHISKIES,260,5701,Oban Little Bay,12,750,43.49,65.24
1012200,SCOTCH WHISKIES,260,5281,Johnnie Walker Select Cask,6,750,24.99,37.49
1012200,SCOTCH WHISKIES,260,6196,Talisker Storm,6,750,34.49,51.74
1012200,SCOTCH WHISKIES,260,5318,Johnnie Walker Double Black,6,750,23.49,35.24
1012200,SCOTCH WHISKIES,260,5318,Johnnie Walker Double Black,6,750,22.47,33.71
1012200,SCOTCH WHISKIES,260,5319,Johnnie Walker Platinum,6,750,59.99,89.99
1012200,SCOTCH WHISKIES,260,5329,Johnnie Walker Blue,6,750,130.0,195.0
1012200,SCOTCH WHISKIES,260,5319,Johnnie Walker Platinum,6,750,54.99,82.49
1012200,SCOTCH WHISKIES,260,5202,Haig Club,6,750,35.0,52.5
1012200,SCOTCH WHISKIES,260,10278,Usher's Green Stripe,6,1750,10.0,15.0
1012200,SCOTCH WHISKIES,260,4624,Buchanan Deluxe 12YO,24,375,12.49,18.74
1012200,SCOTCH WHISKIES,260,5327,Johnnie Walker Black,12,1000,27.74,41.61
1012200,SCOTCH WHISKIES,260,10009,Scoresby Rare Scotch,12,1000,6.74,10.11
1012200,SCOTCH WHISKIES,260,902664,Johnnie Walker Swing HA,12,750,30.0,45.0
1012200,SCOTCH WHISKIES,260,5347,Johnnie Walker Red Label Scotch,12,1000,17.1,25.65
1012200,SCOTCH WHISKIES,260,902626,Buchanans Scotch,12,1000,24.99,37.49
1012200,SCOTCH WHISKIES,260,5202,Haig Club,6,750,24.99,37.49
1012200,SCOTCH WHISKIES,260,5355,Johnnie Walker Gold Label Reserve,6,750,44.99,67.49
1012200,SCOTCH WHISKIES,260,905369,Johnnie Walker Odyssey HA,2,750,498.64,747.96
1012200,SCOTCH WHISKIES,260,6196,Talisker Storm,6,750,36.49,54.74
1012200,SCOTCH WHISKIES,260,994764,Caol Ila 30YR HA,6,750,349.99,524.99
1012200,SCOTCH WHISKIES,260,995381,Johnnie Walker Private Collection 2015 Fruit HA,3,750,425.0,637.5
1012200,SCOTCH WHISKIES,260,900562,Johnnie Walker Blue Gift Bottle HA,4,750,134.99,202.49
1012200,SCOTCH WHISKIES,260,905277,Johnnie Walker Blue Year of the Monkey HA,6,750,137.5,206.25
1012200,SCOTCH WHISKIES,260,904547,Buchanan's Red Seal,6,750,84.5,126.75
1012200,SCOTCH WHISKIES,260,903464,Vat 69 Scotch,6,1750,12.32,18.48
1012200,SCOTCH WHISKIES,260,902729,White Horse Scotch,6,1750,15.38,23.07
1012200,Scotch Whiskies,260,5327,Johnnie Walker Black,12,1000,27.74,41.61
1012200,Scotch Whiskies,260,10008,Scoresby Rare Scotch,6,1750,10.5,15.75
1012200,Scotch Whiskies,260,5345,Johnnie Walker Red,24,375,8.0,12.0
1012200,Scotch Whiskies,260,5289,J & B Rare Scotch,12,1000,14.98,22.47
1012200,Scotch Whiskies,260,5288,J & B Rare Scotch,6,1750,22.5,33.75
1012200,Scotch Whiskies,260,5346,Johnnie Walker Red,12,750,13.5,20.25
1012200,Scotch Whiskies,260,5347,Johnnie Walker Red Label Scotch,12,1000,17.1,25.65
1012200,Scotch Whiskies,260,10278,Usher's Green Stripe,6,1750,10.0,15.0
1012200,Scotch Whiskies,260,4626,Buchanan's 12 Yr Deluxe Scotch,12,750,20.99,31.49
